일련번호,정산지역코드,정류장ID,버스정류장명,정류장x위치값,정류장Y위치값,행정구역코드
1654,26001,6806326,명학2리,12721.1178,3631.4337,3611032000
1655,26001,6801907,축산품질평가원,12714.5410,3630.7261,3611053000
1656,26001,6801916,축산품질평가원,12714.5400,3630.7136,3611053000
1657,26001,6801226,노호1리,12723.9232,3629.7000,3611033000
1658,26001,6801193,신탄진동행정복지센터,12725.7142,3627.1662,3023055000
1659,26001,6801192,신탄진동행정복지센터,12725.7323,3627.1272,3023055000
1660,26001,6801244,명학리,12720.8818,3632.1474,3611032000
1661,26001,6801239,예양1리,12719.2930,3634.5204,3611032000
1662,26001,6801194,백자4리,12716.4334,3642.3042,4413135000
1663,26001,6801195,수신면사무소,12716.9056,3643.8564,4413135000
1664,26001,6801196,장산3리(송내),12717.3640,3644.7078,4413135000
1665,26001,6801197,장산4리(상리),12717.7372,3645.2736,4413135000
1666,26001,6802318,노송1리,12719.8249,3634.0083,3611032000
1667,26001,6802301,금호리,12722.1785,3629.6225,3611033000
1668,26001,6801307,세종고속시외버스터미널,12716.4288,3628.1559,3611051000
1669,26001,6805530,세종예술고등학교,12716.1267,3629.5459,3611031000
1670,26001,6805590,노송2리,12719.5677,3634.2684,3611032000
1671,26001,6805611,노송리,12720.1527,3633.7597,3611032000
1672,26001,6805591,응암2리,12720.4988,3633.4356,3611032000
1673,26001,6805592,응암3리,12721.1855,3632.8766,3611032000
1674,26001,6805596,송용1리마을회관,12719.5847,3633.8538,3611032000
1675,26001,6805598,송용리,12719.3933,3633.7077,3611032000
1676,26001,6805599,응암1리마을회관,12720.5586,3632.5734,3611032000
1677,26001,6805600,응암리(영모재),12720.6823,3632.5349,3611032000
1678,26001,6805601,응암리(가마골),12720.8071,3632.4710,3611032000
1679,26001,6805602,응암리(우리종묘),12720.7085,3632.3797,3611032000
1680,26001,6805607,문주리입구,12718.6706,3632.8945,3611032000
1681,26001,6805609,예양2리,12718.9997,3634.8482,3611032000
1682,26001,6805612,부강산업단지입구,12721.7357,3630.0319,3611033000
1683,26001,6805615,부강산업단지,12721.8954,3629.9020,3611033000
1684,26001,6801852,부용농공단지,12721.7485,3629.5328,3611033000
1685,26001,6805588,장산4리,12717.4405,3644.8027,4413135000
1686,26001,6805529,세종예술고등학교,12716.1248,3629.5493,3611031000
1687,26001,6805490,금암리(그린원룸),12712.6304,3627.0673,3611035000
1688,26001,6805489,금암리(서봉타운),12712.6383,3626.7609,3611035000
1689,26001,6805488,금암리(웅대원룸),12712.5282,3626.5056,3611035000
1690,26001,6805705,새뜸마을3 4단지,12714.8244,3629.1889,3611053000
1691,26001,6805620,국립세종도서관정문,12716.0584,3629.9505,3611052000
1692,26001,6805643,세종첨단산업단지,12711.7327,3643.1506,3611039000
1693,26001,6805644,대교에이스,12712.0217,3643.0660,3611039000
1694,26001,6805491,금암리(솔정자),12712.6745,3627.3192,3611035000
1695,26001,6805492,금암리(사기정골),12712.7186,3627.4660,3611035000
1696,26001,6801418,송강마을아파트,12723.1612,3626.2560,3014056000
1697,26001,6805537,연기2리마을회관,12716.8160,3632.5394,3611031000
1698,26001,6805589,속샘말삼거리,12716.7918,3643.7603,4413135000
1699,26001,6805634,신흥리(사사),12711.6539,3640.1662,3611037000
1700,26001,6801841,달전리,12710.5252,3638.0201,3611037000
1701,26001,6805631,다방1리마을회관,12711.3584,3636.1867,3611037000
1702,26001,6806250,세종누리학교,12714.5344,3631.5373,3611053000
1703,26001,6806252,주택성능연구개발센터,12714.5404,3628.0506,3611051000
1704,26001,6806254,장기중학교후문,12712.2176,3629.7370,3611035000
1705,26001,6806270,응암2리마을회관,12720.3340,3633.2040,3611032000
1706,26001,6806251,주택성능연구개발센터,12714.5481,3628.0551,3611051000
1707,26001,6806245,누리리,12717.5284,3632.0386,3611031000
1708,26001,6806272,세종충남대학교병원,12715.5688,3631.2310,3611052000
1709,26001,6806273,세종충남대학교병원,12715.5841,3631.2970,3611052000
1710,26001,6805485,봉안리,12713.1402,3629.9615,3611035000
1711,26001,6801983,복지회관,12722.1888,3631.6313,3611033000
1712,26001,6806322,부강2리,12721.9768,3631.7604,3611033000
1713,26001,6801300,은하수공원,12714.7199,3631.9505,3611031000
1714,26001,6801298,구즉동,12723.1824,3626.2929,3020058000
1715,26001,6802354,보람동(호려울마을),12716.9038,3628.5458,3611051000
1716,26001,6802347,가락마을16 20단지,12714.3493,3630.9366,3611035000
1717,26001,6901289,세종고속시외버스터미널,12716.4102,3628.1286,3611051000
1718,26001,6802397,세종고속시외버스터미널,12716.4152,3628.1394,3611051000
1719,26001,6802398,세종고속시외버스터미널,12716.4102,3628.1286,3611051000
1720,26001,6802407,새뜸마을5 8단지,12715.2110,3628.9500,3611051000
1721,26001,6802405,새롬동커뮤니티센터,12715.0513,3629.1509,3611051000
1722,26001,6802403,가온마을4 7단지,12714.9886,3629.4737,3611051000
1723,26001,6801840,달전리,12710.5319,3638.0282,3611037000
1724,26001,6802349,고운뜰공원 대법원등기정보센터,12714.4775,3630.6853,3611053000
1725,26001,6802351,가락마을7 8단지,12714.4164,3630.3112,3611053000
1726,26001,6802368,국립세종도서관,12716.0548,3630.0233,3611052000
1727,26001,6802353,보람동(해들마을),12716.8300,3628.4791,3611051000
1728,26001,6802402,대곡리,12710.0074,3643.7903,3611039000
1729,26001,6801149,인사혁신처,12715.6908,3630.5499,3611052000
1730,26001,6801150,모가엘가아파트,12715.3708,3631.1358,3611051000
1731,26001,6801155,가재마을11 12단지,12715.1044,3630.2646,3611053000
1732,26001,6801165,도램마을9단지,12715.7489,3630.5090,3611052000
1733,26001,6801166,제3주차장,12715.9648,3630.1332,3611052000
1734,26001,6801167,문화체육관광부,12715.8832,3629.9586,3611052000
1735,26001,6801168,산업부(과기정통부),12715.6300,3629.8656,3611052000
1736,26001,6801301,문주리,12718.6301,3632.8165,3611032000
1737,26001,6801247,삼성전기,12720.1456,3632.2374,3611032000
1738,26001,6801815,국책연구단지동측,12718.3357,3629.7726,3611051000
1739,26001,6801816,세종충남대병원,12715.4212,3631.1190,3611052000
1740,26001,6801818,아름중학교,12714.7052,3630.8971,3611051000
1741,26001,6801819,범지기마을8 12단지,12715.0247,3630.7502,3611053000
1742,26001,6801820,아름초등학교,12715.0690,3630.9215,3611053000
1743,26001,6801821,범지기마을10단지,12715.1485,3631.1126,3611053000
1744,26001,6801817,세종충남대병원,12715.3696,3631.1232,3611052000
1745,26001,6801822,국책연구단지동측,12718.3257,3629.7607,3611051000
1746,26001,6801291,도램마을16 19단지,12715.9583,3630.9192,3611052000
1747,26001,6801823,도램마을1단지,12715.4353,3630.4688,3611052000
1748,26001,6801824,범지기마을4단지,12714.9452,3630.4699,3611053000
1749,26001,6801825,가락마을8단지,12714.4351,3630.5359,3611053000
1750,26001,6801826,종촌고등학교,12714.6191,3630.3043,3611053000
1751,26001,6901052,공정거래위원회,12716.0410,3630.2610,3611052000
1752,26001,6801829,국립세종도서관,12716.0478,3630.0116,3611052000
1753,26001,6801830,충남대학교병원세종의원,12715.9440,3629.7617,3611052000
1754,26001,6801831,연양초등학교,12715.3460,3630.2214,3611053000
1755,26001,6801832,가재마을12단지,12715.0724,3630.2885,3611053000
1756,26001,6801833,가재마을7단지,12714.9383,3630.3085,3611053000
1757,26001,6801834,종촌고등학교,12714.6629,3630.3146,3611053000
1758,26001,6801835,가락마을8단지,12714.4428,3630.5259,3611053000
1759,26001,6801836,가재마을12단지,12715.0301,3630.4390,3611053000
1760,26001,6801837,도램마을1단지,12715.4397,3630.4545,3611052000
1761,26001,6801290,도램마을20단지,12715.8769,3631.0467,3611052000
1762,26001,6801292,도램마을16 19단지,12715.9643,3630.8904,3611052000
1763,26001,6801838,도램마을14 15단지,12716.0191,3630.6484,3611052000
1764,26001,6802360,소담동 새샘마을,12717.8360,3628.9474,3611051000
1765,26001,6802355,보람동.대평동,12716.8981,3628.5363,3611051000
1766,26001,6802366,세종고속시외버스터미널(지하),12716.3903,3628.2489,3611051000
1767,26001,6801178,도담초 중 고등학교,12715.8082,3630.8010,3611052000
1768,26001,6801279,서정리(고수골),12711.3622,3641.5758,3611037000
1769,26001,6801099,세종하이텍고등학교,12723.0352,3631.6872,3611033000
1770,26001,6800976,명학2리(황룡사),12721.0870,3631.6098,3611032000
1771,26001,6800970,갈산2리,12721.3588,3632.2536,3611033000
1772,26001,6800875,매봉(양지리 방면),12725.4526,3628.2378,4371037000
1773,26001,6800630,은용리,12711.7397,3629.3517,3611031000
1774,26001,6800658,옥룡동 주민센터(시목동방면),12708.1511,3627.3815,4415056000
1775,26001,6805648,용암2리입구,12712.9296,3633.1416,3611035000
1776,26001,6805642,용암2리,12712.7604,3633.5980,3611035000
1777,26001,6805641,용암2리,12712.7504,3633.5983,3611035000
1778,26001,6805812,하봉저수지,12711.3414,3629.7083,3611035000
1779,26001,6805500,송정리.세종요양병원,12710.7144,3630.1288,3611035000
1780,26001,6805813,하봉저수지,12711.3434,3629.7004,3611035000
1781,26001,6805503,대교리(정계),12713.0515,3630.5559,3611035000
1782,26001,6805484,대교리,12712.6330,3630.0560,3611035000
1783,26001,6900133,장군면사무소,12712.3186,3629.8284,3611035000
1784,26001,6805594,부강면생활체육관,12722.4560,3631.6004,3611033000
1785,26001,6804603,신탄진역,12725.7391,3626.9746,3023055000
1786,26001,6804602,신탄진역,12725.7574,3626.9514,3023055000
1787,26001,6806187,동산산업,12708.8345,3642.6197,3611039000
1788,26001,6806234,내판리(외판1교),12719.3828,3633.3559,3611032000
1789,26001,6806240,연동면 복합커뮤니티센터,12719.6093,3633.3007,3611032000
1790,26001,6806239,연동면 복합커뮤니티센터,12719.5922,3633.3046,3611032000
1791,26001,6801984,꽃동네대학교,12723.9208,3631.4582,3611033000
1792,26001,6806332,종촌초등학교(가재마을3단지),12714.4830,3630.2283,3611053000
1793,26001,6806333,가락마을8단지.가재마을4단지,12714.4970,3630.4577,3611053000
1794,26001,6806334,아름제2중(가락마을20단지),12714.5119,3631.0019,3611053000
1795,26001,6806329,아름제2중(가락마을20단지),12714.4821,3630.9948,3611053000
1796,26001,6806330,가락마을8단지.가재마을4단지,12714.4705,3630.4609,3611053000
1797,26001,6806331,종촌초등학교(가락마을6  7단지),12714.4526,3630.2063,3611053000
1798,26001,6905612,부강산업단지입구,12721.7357,3630.0319,3611033000
1799,26001,6905615,부강산업단지,12721.8954,3629.9020,3611033000
1800,26001,6905614,부강산업단지입구,12721.7102,3630.0538,3611033000
1801,26001,6806351,다솜리,12719.1892,3631.9178,3611032000
1802,26001,6806342,해밀고등학교,12716.2744,3631.5726,3611031000
1803,26001,6806318,원수산MTB공원,12715.9842,3631.4268,3611031000
1804,26001,6806315,해밀마을1단지,12715.7910,3631.4986,3611031000
1805,26001,6806350,다솜리,12719.2164,3631.9076,3611032000
1806,26001,6801260,봉안리,12713.2785,3629.9432,3611035000
1807,26001,6801224,아시아제지기숙사,12721.9990,3629.4684,3611033000
1808,26001,6801211,봉안리(다름고개),12713.7460,3629.9411,3611035000
1809,26001,6801286,가람동(이마트앞),12715.1080,3628.2366,3611051000
1810,26001,6801287,가람동(이마트앞),12715.1248,3628.2372,3611051000
1811,26001,6801237,예양리(강촌입구),12718.7432,3634.8195,3611032000
1812,26001,6801229,소정육교,12709.7872,3643.6308,3611035000
1813,26001,6801915,범지기마을1단지,12714.5812,3630.5235,3611053000
1814,26001,6801873,도램마을20단지,12715.8949,3631.0445,3611052000
1815,26001,6801874,도램마을8 10단지,12715.5665,3630.7268,3611052000
1816,26001,6801860,두루초 중학교,12714.3677,3631.1508,3611053000
1817,26001,6801869,고운초 중학교,12714.2645,3630.2465,3611053000
1818,26001,6801890,가재마을7단지,12714.9247,3630.2971,3611053000
1819,26001,6801891,대교1리경로당,12712.5083,3631.0048,3611035000
1820,26001,6801893,김종서장군묘,12712.6639,3631.2151,3611035000
1821,26001,6801892,대교1리경로당,12712.5036,3631.0067,3611035000
1822,26001,6801903,가재마을5 8단지,12714.9917,3630.0284,3611051000
1823,26001,6801844,세종시청.교육청.시의회,12717.2821,3628.6912,3611051000
1824,26001,6801842,국책연구단지북측,12718.2008,3629.7334,3611051000
1825,26001,6801843,국책연구단지북측,12718.2054,3629.7589,3611051000
1826,26001,6801845,세종시청.교육청.시의회,12717.3377,3628.7296,3611051000
1827,26001,6801846,선박안전기술공단,12714.5370,3630.9035,3611053000
1828,26001,6901179,아름동복합커뮤니티센터,12714.8398,3630.7092,3611051000
1829,26001,6901181,아름동복합커뮤니티센터,12714.8446,3630.6978,3611051000
1830,26001,6901288,세종고속시외버스터미널,12716.4152,3628.1394,3611051000
1831,26001,6802404,새뜸마을7 10단지,12714.9942,3629.3929,3611051000
1832,26001,6802406,새롬동커뮤니티센터,12715.0564,3629.1079,3611051000
1833,26001,6801231,실광주유소,12716.6428,3633.2166,3611031000
1834,26001,6801296,공정거래위원회,12716.0318,3630.2676,3611052000
1835,26001,6801302,세종버스터미널,12716.4788,3628.2074,3611051000
1836,26001,6801303,세종버스터미널,12716.5071,3628.1364,3611051000
1837,26001,6801232,방공학교,12716.6902,3633.1212,3611031000
1838,26001,6801201,장기산업단지,12709.5422,3628.9379,4415059000
1839,26001,6801870,고운초 중학교,12714.2451,3630.2454,3611053000
1840,26001,6801861,두루초 중학교,12714.3507,3631.1229,3611053000
1841,26001,6801877,온빛초등학교,12714.3587,3630.8406,3611053000
1842,26001,6801875,도램마을8 10단지,12715.6001,3630.7150,3611052000
1843,26001,6901296,공정거래위원회,12716.0318,3630.2676,3611052000
1844,26001,6801188,구즉동,12723.1534,3626.2669,3020058000
1845,26001,6802396,대평동(해들마을),12716.5836,3628.3150,3611051000
1846,26001,6802352,보람동.대평동,12716.8440,3628.4964,3611051000
1847,26001,6802356,세종시청.교육청.시의회,12717.2912,3628.7013,3611051000
1848,26001,6802361,소담동(새샘마을),12717.8622,3628.9426,3611051000
1849,26001,6802362,소담동 새샘마을,12717.8642,3628.9583,3611051000
1850,26001,6802359,글벗중학교(새샘마을9단지),12717.9076,3629.3932,3611051000
1851,26001,6802389,삼성전기,12720.1685,3632.3787,3611032000
1852,26001,6802391,리봄화장품,12719.8514,3632.7099,3611032000
1853,26001,6802393,명학산업단지입구,12719.6813,3632.9547,3611032000
1854,26001,6801156,연양초등학교,12715.3504,3630.2112,3611053000
1855,26001,6801157,산업부(과기정통부),12715.6228,3629.8518,3611052000
1856,26001,6801159,국립세종도서관,12716.0374,3630.0258,3611051000
1857,26001,6801160,제3주차장,12715.9654,3630.1008,3611052000
1858,26001,6801280,달계리,12713.2618,3641.8764,3611037000
1859,26001,6802342,보통1리마을회관,12717.4064,3632.6855,3611031000
1860,26001,6802327,도남삼거리,12713.4541,3626.4807,3611035000
1861,26001,6802302,가락마을7 8단지,12714.3711,3630.3351,3611053000
1862,26001,6802310,세종우체국(보람초등학교),12717.5886,3628.8153,3611051000
1863,26001,6802313,호려울마을8 9단지,12717.8047,3628.7864,3611051000
1864,26001,6802315,새샘마을1 2단지,12717.9984,3628.8511,3611051000
1865,26001,6802317,예양2리,12719.0359,3634.8582,3611032000
1866,26001,6802323,송학리입구,12711.5964,3632.1414,3611035000
1867,26001,6802322,평기리,12711.9441,3631.3844,3611035000
1868,26001,6802324,다정동,12714.0741,3629.9886,3611051000
1869,26001,6801910,다빛초등학교(가온마을3단지),12714.5528,3629.9709,3611051000
1870,26001,6801200,금흥교(정보고),12708.7804,3628.8432,4415059000
1871,26001,6802343,신동,12722.1953,3628.5148,3020058000
1872,26001,6805645,행정리,12709.4531,3641.3158,4413132000
1873,26001,6805650,송정리,12713.9517,3637.5120,3611038000
1874,26001,6805673,새롬중학교(새뜸마을1단지),12714.9649,3628.8157,3611051000
1875,26001,6805698,문화체육관광부,12715.9880,3629.8047,3611052000
1876,26001,6905698,문화체육관광부,12715.9880,3629.8047,3611052000
1877,26001,6805659,연동중학교,12719.7008,3633.1649,3611032000
1878,26001,6805658,내판2리,12719.5276,3633.1531,3611032000
1879,26001,6802367,세종고속시외버스터미널(지하),12716.3913,3628.2384,3611051000
1880,26001,6802357,세종시청.교육청.시의회,12717.3261,3628.7204,3611051000
1881,26001,6805670,국민건강보험공단,12714.4800,3630.8222,3611053000
1882,26001,6901054,정부세종청사남측,12715.5604,3630.0499,3611052000
1883,26001,6901070,정부세종청사남측,12715.6061,3630.0962,3611052000
1884,26001,6805671,도램마을9단지,12715.7529,3630.5214,3611052000
1885,26001,6800863,명학산업단지,12720.4372,3632.3382,3611032000
1886,26001,6800581,금암리(솔정자),12712.6654,3627.3180,3611035000
1887,26001,6805603,응암리(영모재),12720.6853,3632.5403,3611032000
1888,26001,6805597,송용리,12719.3940,3633.6991,3611032000
1889,26001,6805595,송용1리마을회관,12719.5810,3633.8489,3611032000
1890,26001,6801853,부용농공단지,12721.7354,3629.5428,3611033000
1891,26001,6805616,부강산업단지,12721.9001,3629.8923,3611033000
1892,26001,6805614,부강산업단지입구,12721.7102,3630.0538,3611033000
1893,26001,6805617,금호2리공단입구,12721.4931,3630.2412,3611033000
1894,26001,6805651,청람리(동막골),12713.9085,3638.6614,3611038000
1895,26001,6805657,내판2리,12719.5138,3633.1617,3611032000
1896,26001,6805660,연동중학교,12719.6975,3633.1758,3611032000
1897,26001,6805661,세종예술고등학교,12716.1734,3629.5257,3611031000
1898,26001,6805662,세종예술고등학교,12716.1350,3629.5623,3611031000
1899,26001,6805706,한뜰마을1 2단지,12716.0768,3630.3839,3611052000
1900,26001,6805704,새뜸마을3 4단지,12714.8207,3629.1978,3611053000
1901,26001,6805703,새뜸마을1 2단지,12714.7548,3628.9713,3611053000
1902,26001,6806249,세종누리학교,12714.5340,3631.5271,3611053000
1903,26001,6806275,세종충남대학교병원(후문),12715.5780,3631.3014,3611052000
1904,26001,6806274,세종충남대학교병원(후문),12715.5811,3631.2300,3611052000
1905,26001,6806235,내판리(외판1교),12719.3854,3633.3596,3611032000
1906,26001,6806253,장기중학교후문,12712.2110,3629.7355,3611035000
1907,26001,6806186,깊은내길,12716.1256,3638.7886,3611038000
1908,26001,6800655,산성시장(옥룡동 공주고방면),12707.4818,3627.5239,4415054000
1909,26001,6800675,공주정명학교(장군면방면),12710.7177,3629.1706,4415059000
1910,26001,6806316,해밀마을1단지,12715.7971,3631.4743,3611031000
1911,26001,6806317,원수산MTB공원,12715.9826,3631.4014,3611031000
1912,26001,6806343,해밀고등학교,12716.2938,3631.5572,3611031000
